 ID,SHA256,APT-group,Country,attack_sequence
1560,b6fff95a74f9847f1a4282b38f148d80e4684d9c35d9ae79fad813d5dc0fd7a9,APT28,Russia,"['T1105', 'T1055', 'T1071', 'T1059', 'T1027']"
1561,63d0b28114f6277b901132bc1cc1f541a594ee72f27d95653c54e1b73382a5f6,APT28,Russia,"['T1071', 'T1027', 'T1055']"
1562,b0b3f0d6e6c593e2a2046833080574f98566c48a1eda865b2e110cd41bf31a31,APT28,Russia,"['T1059', 'T1055', 'T1082']"
1563,b4f755c91c2790f4ab9bac4ee60725132323e13a2688f3d8939ae9ed4793d014,APT28,Russia,"['T1055', 'T1105', 'T1071', 'T1027', 'T1082']"
1564,d93f22d46090bfc19ef51963a781eeb864390c66d9347e86e03bba25a1fc29c5,APT28,Russia,"['T1055', 'T1082', 'T1071', 'T1059', 'T1105', 'T1027']"
1565,b1800cb1d4b755e05b0fca251b8c6da96bb85f8042f2d755b7f607cbeef58db8,APT28,Russia,"['T1027', 'T1055', 'T1071', 'T1059', 'T1082', 'T1105']"
1566,1a09ce8a9210d2530d6ce1d59bfae2ac617ac89558cdcdcac15392d176e70c8d,APT28,Russia,"['T1059', 'T1071', 'T1105', 'T1027']"
1567,eb6620442c3ab327f3ccff1cc6d63d6ffe7729186f7e8ac1dbbbfddd971528f0,APT28,Russia,"['T1105', 'T1082', 'T1055']"
1568,b4064721d911e9606edf366173325945f9e940e489101e7d0747103c0e905126,APT28,Russia,"['T1071', 'T1059', 'T1027', 'T1055', 'T1082']"
1569,5a414a39851c4e22d4f9383211dfc080e16e2caffd90fa06dcbe51d11fdb0d6c,APT28,Russia,"['T1105', 'T1082', 'T1071', 'T1055', 'T1059', 'T1027']"
1570,b1f2d461856bb6f2760785ee1af1a33c71f84986edf7322d3e9bd974ca95f92d,APT28,Russia,"['T1027', 'T1071', 'T1055', 'T1105', 'T1082', 'T1059']"
1571,a76b1ec9d196b5c071992486d096ad475226e92b6db06c351e3a4ad4e4949248,APT28,Russia,"['T1059', 'T1105', 'T1071', 'T1082']"
1572,b29a16ec907997e523f97e77b885d4a8c19cb81b1abf6ee51eee54f37eecf3ff,APT28,Russia,"['T1027', 'T1082', 'T1055']"
1573,02c7cf55fd5c5809ce2dce56085ba43795f2480423a4256537bfdfda0df85592,APT28,Russia,"['T1027', 'T1059', 'T1071']"
1574,3f14fc9c29763da76dcbc8a2aaa61658781d1b215ee322a0ebfa554d8658d22b,APT28,Russia,"['T1105', 'T1027', 'T1082']"
1575,16d49a40333f584b19606733b4deef1b9ecace2c32950010ad1450b44ce3716e,APT28,Russia,"['T1071', 'T1055', 'T1082', 'T1105', 'T1059']"
1576,6cd30c85dd8a64ca529c6eab98a757fb326de639a39b597414d5340285ba91c6,APT28,Russia,"['T1027', 'T1105', 'T1071']"
1577,e917166adf6e1135444f327d8fff6ec6c6a8606d65dda4e24c2f416d23b69d45,APT28,Russia,"['T1027', 'T1071', 'T1105', 'T1082', 'T1059', 'T1055']"
1578,4e4606313c423b681e11110ca5ed3a2b2632ec6c556b7ab9642372ae709555f3,APT28,Russia,"['T1105', 'T1059', 'T1071']"
1579,690b483751b890d487bb63712e5e79fca3903a5623f22416db29a0193dc10527,APT28,Russia,"['T1027', 'T1055', 'T1082']"
1580,67ecc3b8c6057090c7982883e8d9d0389a8a8f6e8b00f9e9b73c45b008241322,APT28,Russia,"['T1082', 'T1027', 'T1055', 'T1071']"
1581,1bab1a3e0e501d3c14652ecf60870e483ed4e90e500987c35489f17a44fef26c,APT28,Russia,"['T1055', 'T1059', 'T1082', 'T1027', 'T1071', 'T1105']"
1582,92dcb0d8394d0df1064e68d90cd90a6ae5863e91f194cbaac85ec21c202f581f,APT28,Russia,"['T1027', 'T1105', 'T1055']"
1583,a9dc96d45702538c2086a749ba2fb467ba8d8b603e513bdef62a024dfeb124cb,APT28,Russia,"['T1071', 'T1082', 'T1105', 'T1027', 'T1055']"
1584,8c488b029188e3280ed3614346575a4a390e0dda002bca08c0335210a6202949,APT28,Russia,"['T1071', 'T1105', 'T1082', 'T1055']"
1585,8bca0031f3b691421cb15f9c6e71ce193355d2d8cf2b190438b6962761d0c6bb,APT28,Russia,"['T1059', 'T1055', 'T1105']"
1586,1b6c3e6ef673f14536ff8d7c2bf18f9358a9a7f8962a24e2255f54ac451af86c,APT28,Russia,"['T1105', 'T1059', 'T1071', 'T1055', 'T1027']"
1587,fd8b2ea9a2e8a67e4cb3904b49c789d57ed9b1ce5bebfe54fe3d98214d6a0f61,APT28,Russia,"['T1082', 'T1105', 'T1055', 'T1027', 'T1071']"
1588,fd39d2837b30e7233bc54598ff51bdc2f8c418fa5b94dea2cadb24cf40f395e5,APT28,Russia,"['T1027', 'T1055', 'T1082', 'T1059']"
1589,40ae43b7d6c413becc92b07076fa128b875c8dbb4da7c036639eccf5a9fc784f,APT28,Russia,"['T1082', 'T1105', 'T1027', 'T1055', 'T1059', 'T1071']"
1590,2d815b11f3b916bdc27b049402f5f1c024cffe2318a4f27ebfa3b8a9fffe2880,APT28,Russia,"['T1105', 'T1071', 'T1055', 'T1027', 'T1059']"
1591,b101cd29e18a515753409ae86ce68a4cedbe0d640d385eb24b9bbb69cf8186ae,APT28,Russia,"['T1105', 'T1027', 'T1071', 'T1082']"
1592,6c1bce76f4d2358656132b6b1d471571820688ccdbaca0d86d0ca082b9390536,APT28,Russia,"['T1055', 'T1105', 'T1027', 'T1082', 'T1059']"
1593,4845761c9bed0563d0aa83613311191e075a9b58861e80392914d61a21bad976,APT28,Russia,"['T1059', 'T1071', 'T1027', 'T1105', 'T1055']"
1594,b81b10bdf4f29347979ea8a1715cbfc560e3452ba9fffcc33cd19a3dc47083a4,APT28,Russia,"['T1082', 'T1105', 'T1059', 'T1071']"
1595,fb0cb4527efc48c90a2cd3e9e46ce59eaa280c85c50d7b680c98bb159c27881d,APT28,Russia,"['T1027', 'T1105', 'T1071', 'T1082', 'T1055']"
1596,f9ed13d5aa43c74287a936bf52772080fc26b5c62a805e19abceb20ef08ea5ff,APT28,Russia,"['T1055', 'T1105', 'T1071', 'T1059', 'T1027']"
1597,d403ded7c4acfffe8dc2a3ad8fb848f08388b4c3452104f6970835913d92166c,APT28,Russia,"['T1082', 'T1055', 'T1059']"
1598,378ef276eeaa4a29dab46d114710fc14ba0a9f964f6d949bcbc5ed3267579892,APT28,Russia,"['T1027', 'T1055', 'T1059', 'T1105', 'T1082', 'T1071']"
1599,20ac1420eade0bdb464cd9f6d26a84094271b252c0650a7853721d8e928f6e6c,APT28,Russia,"['T1059', 'T1027', 'T1055', 'T1082', 'T1071', 'T1105']"
1600,2c81023a146d2b5003d2b0c617ebf2eb1501dc6e55fc6326e834f05f5558c0ec,APT28,Russia,"['T1027', 'T1105', 'T1082', 'T1059', 'T1071', 'T1055']"
1601,ec2f14916e0b52fb727111962dff9846839137968e32269a82288aee9f227bd4,APT28,Russia,"['T1105', 'T1059', 'T1055', 'T1027']"
1602,fb3a3339e2ba82cb3dcdc43d0e49e7b8a26ced3a587f5ee15a256aee062e6e05,APT28,Russia,"['T1027', 'T1082', 'T1055', 'T1071', 'T1059']"
1603,6bbec6b2927325891cc008d3378d30941fe9d21e5c9bd6459e8e3ba8c78833c2,APT28,Russia,"['T1055', 'T1071', 'T1082', 'T1027']"
1604,37bf2c811842972314956434449fd294e793b43c1a7b37cfe41af4fcc07d329d,APT28,Russia,"['T1071', 'T1082', 'T1059', 'T1055', 'T1105', 'T1027']"
1605,ba1c02aa6c12794a33c4742e62cbda3c17def08732f3fbaeb801f1806770b9a0,APT28,Russia,"['T1105', 'T1055', 'T1027']"
1606,dd8facad6c0626b6c94e1cc891698d4982782a5564aae696a218c940b7b8d084,APT28,Russia,"['T1082', 'T1059', 'T1027']"
1607,c19d266af9e33dae096e45e7624ab3a3f642c8de580e902fec9dac11bcb8d3fd,APT28,Russia,"['T1082', 'T1105', 'T1055', 'T1059']"
1608,99d3f03fc6f048c74e58da6fb7ea1e831ba31d58194ad2463a7a6cd55da5f96b,APT28,Russia,"['T1071', 'T1055', 'T1105']"
1609,5f6b2a0d1d966fc4f1ed292b46240767f4acb06c13512b0061b434ae2a692fa1,APT28,Russia,"['T1059', 'T1082', 'T1105', 'T1027']"
1610,972e907a901a7716f3b8f9651eadd65a0ce09bbc78a1ceacff6f52056af8e8f4,APT28,Russia,"['T1082', 'T1055', 'T1105', 'T1027', 'T1059', 'T1071']"
1611,ddab96e4a8e909065e05c4b6a73ba351ea45ad4806258f41ac3cecbcae8671a6,APT28,Russia,"['T1105', 'T1027', 'T1055', 'T1071', 'T1059', 'T1082']"
1612,82c4e9bc100533482a15a1d756d55e1a604d330eff8fbc0e13c4b166ac2c9bd3,APT28,Russia,"['T1082', 'T1027', 'T1055', 'T1105']"
1613,24e11c80f1d4c1e9db654d54cc784db6b5f4a126f9fe5e26c269fdc4009c8f29,APT28,Russia,"['T1055', 'T1082', 'T1027']"
1614,b23193bff95c4e65af0c9848036eb80ef006503a78be842e921035f8d77eb5de,APT28,Russia,"['T1105', 'T1059', 'T1071']"
1615,07393ac2e890772f70adf9e8d3aa07ab2f98e2726e3be275276dadd00daf5fc6,APT28,Russia,"['T1055', 'T1082', 'T1059', 'T1105', 'T1071']"
1616,ea957d663dbc0b28844f6aa7dfdc5ac0110a4004ac46c87d0f1aa943ef253cfe,APT28,Russia,"['T1082', 'T1059', 'T1055']"
1617,d0e019229493a1cfb3ffc918a2d8ffcbaee31f9132293c95b1f8c1fd6d595054,APT28,Russia,"['T1071', 'T1082', 'T1055']"
1618,715f69916db9ff8fedf6630307f4ebb84aae6653fd0e593036517c5040d84dbe,APT28,Russia,"['T1055', 'T1105', 'T1071']"
1619,dea4e560017b4da05e8fd0a03ba74239723349934ee8fbd201a79be1ecf1c32d,APT28,Russia,"['T1027', 'T1059', 'T1105', 'T1082']"
1620,fc2dbfda41860b2385314c87e81f1ebb4f9ae1106b697e019841d8c3bf402570,APT28,Russia,"['T1082', 'T1055', 'T1105']"
1621,54c4ce98970a44f92be748ebda9fcfb7b30e08d98491e7735be6dd287189cea3,APT28,Russia,"['T1071', 'T1059', 'T1055', 'T1027']"
1622,68065abd6482405614d245537600ea60857c6ec9febac4870486b5227589d35c,APT28,Russia,"['T1059', 'T1071', 'T1027']"
1623,e031299fa1381b40c660b8cd831bb861654f900a1e2952b1a76bedf140972a81,APT28,Russia,"['T1105', 'T1055', 'T1027', 'T1071']"
1624,94c220653ea7421c60e3eafd753a9ae9d69b475d61230f2f403789d326309c24,APT28,Russia,"['T1105', 'T1027', 'T1059', 'T1082', 'T1055', 'T1071']"
1625,bebe0be0cf8349706b2feb789572e035955209d5bf5d5fea0e5d29a7fbfdc7c4,APT28,Russia,"['T1105', 'T1027', 'T1059', 'T1071', 'T1082', 'T1055']"
1626,d2a6064429754571682f475b6b67f36526f1573d846182aab3516c2637fa1e81,APT28,Russia,"['T1027', 'T1059', 'T1055', 'T1105', 'T1071', 'T1082']"
1627,a2c9041ee1918523e67dbaf1c514f98609d4dbe451ba08657653bb41946fc89d,APT28,Russia,"['T1071', 'T1105', 'T1055', 'T1027']"
1628,1289ee3d29967f491542c0bdeff6974aad6b37932e91ff9c746fb220d5edb407,APT28,Russia,"['T1059', 'T1027', 'T1082']"
1629,c9ef265fc0a174f3033ff21b8f0274224eb7154dca97f15cba598952be2fbace,APT28,Russia,"['T1105', 'T1082', 'T1071', 'T1055', 'T1059']"
1630,a979c5094f75548043a22b174aa10e1f2025371bd9e1249679f052b168e194b3,APT28,Russia,"['T1059', 'T1082', 'T1027']"
1631,c6a9db52a3855d980a7f383dbe2fb70300a12b7a3a4f0a995e2ebdef769eaaca,APT28,Russia,"['T1105', 'T1082', 'T1071', 'T1055']"
1632,1c8869abf756e77e1b6d7d0ad5ca8f1cdce1a111315c3703e212fb3db174a6d5,APT28,Russia,"['T1082', 'T1059', 'T1105', 'T1027', 'T1055']"
1633,60ee6fdca66444bdc2e4b00dc67a1b0fdee5a3cd9979815e0aab9ce6435262c6,APT28,Russia,"['T1071', 'T1082', 'T1055']"
1634,4dd8ab2471337a56b431433b7e8db2a659dc5d9dc5481b4209c4cddd07d6dc2b,APT28,Russia,"['T1071', 'T1082', 'T1055', 'T1105', 'T1059']"
1635,d2e947a39714478983764b270985d2529ff682ffec9ebac792158353caf90ed3,APT28,Russia,"['T1027', 'T1059', 'T1082']"
1636,6507caba5835cad645ae80a081b98284032e286d97dabb98bbfeb76c3d51a094,APT28,Russia,"['T1071', 'T1055', 'T1082']"
1637,3e23201e6c52470e73a92af2ded12e6a5d1ad39538f41e762ca1c4b8d93c6d8d,APT28,Russia,"['T1027', 'T1055', 'T1071', 'T1082', 'T1059', 'T1105']"
1638,6ccc375923a00571dffca613a036f77a9fc1ee22d1fddffb90ab7adfbb6b75f1,APT28,Russia,"['T1071', 'T1059', 'T1082', 'T1027', 'T1055', 'T1105']"
1639,79a508ba42247ddf92accbf5987b1ffc7ba20cd11806d332979d8a8fe85abb04,APT28,Russia,"['T1082', 'T1105', 'T1059', 'T1055', 'T1071']"
1640,ecd2c8e79554f226b69bed7357f61c75f1f1a42f1010d7baa72abe661a6c0587,APT28,Russia,"['T1055', 'T1082', 'T1059', 'T1027', 'T1071']"
1641,a13aa88c32eb020071c2c92f5364fd98f6dead7bcf71320731f05cd0a34a59db,APT28,Russia,"['T1105', 'T1071', 'T1027', 'T1082', 'T1059', 'T1055']"
1642,cfc60d5db3bfb4ec462d5e4bd5222f04d7383d2c1aec1dc2a23e3c74a166a93d,APT28,Russia,"['T1055', 'T1071', 'T1082', 'T1059']"
1643,1faf645c2b43cd78cc70df6bcbcd95e38f19d16ca2101de0b6a8fc31cac24c37,APT28,Russia,"['T1071', 'T1105', 'T1027']"
1644,a50cb9ce1f01ea335c95870484903734ba9cd732e7b3db16cd962878bac3a767,APT28,Russia,"['T1105', 'T1059', 'T1027', 'T1082', 'T1071']"
1645,f18fe2853ef0d4898085cc5581ae35b83fc6d1c46563dbc8da1b79ef9ef678eb,APT28,Russia,"['T1027', 'T1059', 'T1071', 'T1082', 'T1105', 'T1055']"
1646,471fbdc52b501dfe6275a32f89a8a6b02a2aa9a0e70937f5de610b4185334668,APT28,Russia,"['T1071', 'T1105', 'T1059', 'T1027', 'T1082', 'T1055']"
1647,b1900cb7d1216d1dbc19b4c6c8567d48215148034a41913cc6e59958445aebde,APT28,Russia,"['T1071', 'T1059', 'T1055', 'T1082', 'T1027', 'T1105']"
1648,44e8d3ffa0989176e62b8462b3d14ad38ede5f859fd3d5eb387050f751080aa2,APT28,Russia,"['T1105', 'T1082', 'T1059', 'T1071', 'T1027', 'T1055']"
1649,f9c0303d07800ed7cba1394cd326bbe8f49c7c5e0e062be59a9749f6c51c6e69,APT28,Russia,"['T1082', 'T1105', 'T1071', 'T1059', 'T1055', 'T1027']"
1650,2c7a60963b94b6fc924abdcb19da4d32f35c86cdfe2277b0081cd02c72435b48,APT28,Russia,"['T1105', 'T1082', 'T1055']"
1651,da43d39c749c121e99bba00ce809ca63794df3f704e7ad4077094abde4cf2a73,APT28,Russia,"['T1082', 'T1059', 'T1055', 'T1071', 'T1027']"
1652,bc8fec92eee715e77c762693f1ae2bbcd6a3f3127f1226a847a8efdc272e2cbc,APT28,Russia,"['T1082', 'T1071', 'T1059', 'T1027']"
1653,6562e2ac60afa314cd463f771fcfb8be70f947f6e2b314b0c48187eebb33dd82,APT28,Russia,"['T1027', 'T1059', 'T1071', 'T1055']"
1654,31dd3e3c05fabbfeafbcb7f5616dba30bbb2b1fc77dba6f0250a2c3270c0dd6b,APT28,Russia,"['T1027', 'T1105', 'T1059', 'T1082', 'T1071', 'T1055']"
1655,69d5123a277dc1f618be5edcc95938a0df148c856d2e1231a07e2743bd683e01,APT28,Russia,"['T1071', 'T1055', 'T1027', 'T1082', 'T1059', 'T1105']"
1656,853dbbba09e2463c45c0ad913d15d67d15792d888f81b4908b2216859342aa04,APT28,Russia,"['T1055', 'T1071', 'T1027', 'T1105', 'T1059', 'T1082']"
1657,0356f5fa9907ea060a7d6964e65f019896deb1c7e303b7ba04da1458dc73a842,APT28,Russia,"['T1071', 'T1055', 'T1105']"
1658,e00eaf295a28f5497dbb5cb8f647537b6e55dd66613505389c24e658d150972c,APT28,Russia,"['T1071', 'T1055', 'T1027', 'T1082', 'T1105', 'T1059']"
1659,13468ebe5d47d57d62777043c80784cbf475fb2de1df4546a307807bd2376b45,APT28,Russia,"['T1071', 'T1027', 'T1055', 'T1082', 'T1105']"
1660,4c52957270e63efa4b81a1c6551c706b82951f019b682219096e67182a727eab,APT28,Russia,"['T1082', 'T1055', 'T1027', 'T1059', 'T1105']"
1661,63911ebce691c4b7c9582f37f63f6f439d2ce56e992bfbdcf812132512e753eb,APT28,Russia,"['T1082', 'T1105', 'T1027', 'T1055', 'T1059']"
1662,0abda721c4f1ca626f5d8bd2ce186aa98b197ca68d53e81cf152c32230345071,APT28,Russia,"['T1082', 'T1059', 'T1105', 'T1071', 'T1027']"
1663,f50791f9909c542e4abb5e3f760c896995758a832b0699c23ca54b579a9f2108,APT28,Russia,"['T1082', 'T1055', 'T1105', 'T1027', 'T1059', 'T1071']"
1664,69940a20ab9abb31a03fcefe6de92a16ed474bbdff3288498851afc12a834261,APT28,Russia,"['T1071', 'T1027', 'T1059']"
1665,dfa8a85e26c07a348a854130c652dcc6d29b203ee230ce0603c83d9f11bbcacc,APT28,Russia,"['T1027', 'T1105', 'T1082']"
1666,8f0674cb85f28b2619a6e0ddc74ce71e92ce4c3162056ef65ff2777104d20109,APT28,Russia,"['T1082', 'T1105', 'T1027', 'T1059', 'T1071']"
1667,c2551c4e6521ac72982cb952503a2e6f016356e02ee31dea36c713141d4f3785,APT28,Russia,"['T1055', 'T1059', 'T1105', 'T1027']"
1668,e1b1143c0003c6905227df37d40aacbaecc2be8b9d86547650fe11bd47ca6989,APT28,Russia,"['T1055', 'T1082', 'T1027']"
1669,6236a1bdd76ed90659a36f58b3e073623c34c6436d26413c8eca95f3266cc6fc,APT28,Russia,"['T1027', 'T1055', 'T1105', 'T1071', 'T1059', 'T1082']"
1670,fbd5c2cf1c1f17402cc313fe3266b097a46e08f48b971570ef4667fbfd6b7301,APT28,Russia,"['T1071', 'T1105', 'T1059', 'T1082', 'T1027', 'T1055']"
1671,4bcd11142d5b9f96730715905152a645a1bf487921dd65618c354281512a4ae7,APT28,Russia,"['T1027', 'T1105', 'T1082', 'T1055', 'T1059', 'T1071']"
1672,c431ae04c79ade56e1902094acf51e5bf6b54d65363dfa239d59f31c27989fde,APT28,Russia,"['T1027', 'T1059', 'T1082', 'T1055', 'T1105', 'T1071']"
1673,63047199037892f66dc083420e2fc60655a770756848c1f07adc2eb7d4a385d0,APT28,Russia,"['T1071', 'T1105', 'T1055']"
1674,df47a939809f925475bc19804319652635848b8f346fb7dfd8c95c620595fe9f,APT28,Russia,"['T1027', 'T1055', 'T1105', 'T1059']"
1675,b31b27aa0808aea5b0e8823ecb07402c0c2bbf6818a22457e146c97f685162b4,APT28,Russia,"['T1071', 'T1027', 'T1059', 'T1082', 'T1055']"
1676,4bfe2216ee63657312af1b2507c8f2bf362fdf1d63c88faba397e880c2e39430,APT28,Russia,"['T1082', 'T1055', 'T1105']"
1677,2a854997a44f4ba7e307d408ea2d9c1d84dde035c5dab830689aa45c5b5746ea,APT28,Russia,"['T1055', 'T1082', 'T1105', 'T1059', 'T1027', 'T1071']"
1678,d58f2a799552aff8358e9c63a4345ea971b27edd14b8eac825db30a8321d1a7a,APT28,Russia,"['T1055', 'T1059', 'T1027', 'T1071']"
1679,7f6f9645499f5840b59fb59525343045abf91bc57183aae459dca98dc8216965,APT28,Russia,"['T1059', 'T1105', 'T1027', 'T1082', 'T1071', 'T1055']"
1680,29cc2e69f65b9ce5fe04eb9b65942b2dabf48e41770f0a49eb698271b99d2787,APT28,Russia,"['T1105', 'T1027', 'T1071', 'T1082', 'T1059']"
1681,744f2a1e1a62dff2a8d5bd273304a4d21ee37a3c9b0bdcffeeca50374bd10a39,APT28,Russia,"['T1082', 'T1105', 'T1071']"
1682,c8087186a215553d2f95c68c03398e17e67517553f6e9a8adc906faa51bce946,APT28,Russia,"['T1082', 'T1055', 'T1027', 'T1059']"
1683,e6d09ce32cc62b6f17279204fac1771a6eb35077bb79471115e8dfed2c86cd75,APT28,Russia,"['T1071', 'T1059', 'T1082', 'T1027', 'T1105']"
1684,03ed773bde6c6a1ac3b24bde6003322df8d41d3d1c85109b8669c430b58d2f69,APT28,Russia,"['T1055', 'T1105', 'T1071']"
1685,7695f20315f84bb1d940149b17dd58383210ea3498450b45fefa22a450e79683,APT28,Russia,"['T1059', 'T1105', 'T1027', 'T1071', 'T1082', 'T1055']"
1686,102b0158bcd5a8b64de44d9f765193dd80df1504e398ce52d37b7c8c33f2552a,APT28,Russia,"['T1055', 'T1082', 'T1059', 'T1105']"
1687,423a0799efe41b28a8b765fa505699183c8278d5a7bf07658b3bd507bfa5346f,APT28,Russia,"['T1027', 'T1082', 'T1071']"
1688,d54173be095b688016528f18dc97f2d583efcf5ce562ec766afc0b294eb51ac7,APT28,Russia,"['T1027', 'T1055', 'T1071']"
1689,b06285f7a30f4905801572deda68afa4e1f8dfa733ce9ff985ecbf1847f78db6,APT29,Russia,"['T1566', 'T1204', 'T1071', 'T1027', 'T1059']"
1690,52ba22dc22f5a85f66e2a9a530a8f848eabeff19b02edda7a88c68f519bf91a8,APT29,Russia,"['T1566', 'T1071', 'T1027']"
1691,b9c723575b7798f7ac14f7e03b8b2ae047d5d37900a27793972e512abfecdb07,APT29,Russia,"['T1059', 'T1566', 'T1071']"
1692,98cd87a544ca06ae249e4f3c9790efbd63d8954e0ff695d2404e92f2383871bf,APT29,Russia,"['T1059', 'T1027', 'T1204']"
1693,98eca1c2b6db3224ca1790fba1b1d5915f5448ae85dc4ec553718a0d0dd443a2,APT29,Russia,"['T1027', 'T1071', 'T1204', 'T1566']"
1694,28f1940e63b6fde028dd1ae55979296daa4f7b081df5e3e251b7f98825415a86,APT29,Russia,"['T1566', 'T1071', 'T1059', 'T1027']"
1695,7abf424fd57e49756307cc07e05627470a0d1f000a3c8fcc422ea4391981f6a2,APT29,Russia,"['T1071', 'T1566', 'T1059', 'T1027', 'T1204']"
1696,7a3b78feba1670850602b7c33cb0968b4d89db609d98c81744b43cae23d563f5,APT29,Russia,"['T1566', 'T1059', 'T1027', 'T1204', 'T1071']"
1697,d9cfcd9e64cdd0a4beba9da2b1cfdf7b5af9480bc19d6fdf95ec5b1f07fceb1d,APT29,Russia,"['T1027', 'T1071', 'T1204', 'T1566']"
1698,d88bd6947eef00bd3baadc55ff1c55b3cdcff5ba8fd145d5b5bf8894c42a7fd3,APT29,Russia,"['T1204', 'T1071', 'T1566', 'T1027']"
1699,4e31304e1ea66c267b5882f9335a2384eea18a6617a49308846ce624b68e7489,APT29,Russia,"['T1059', 'T1204', 'T1027', 'T1071', 'T1566']"
1700,b2417de25ad9e6bed08229561eb96d4f2e83ab63b4407c7601a0113ed193fe84,APT29,Russia,"['T1071', 'T1204', 'T1566', 'T1059', 'T1027']"
1701,51eda4521b3ee9d6917832e4e04a4f58891867b8f7b0ade61725fd124ba40f82,APT29,Russia,"['T1071', 'T1027', 'T1059', 'T1566', 'T1204']"
1702,005630f7e82ffa8f17261e4321184a15a15bd960e7ac3e584be2a27de88838d4,APT29,Russia,"['T1059', 'T1204', 'T1027']"
1703,ded70a8fc7074ea0ceb7f489b2ebb1198154a2507538fc73cbb74712d5fc6d19,APT29,Russia,"['T1071', 'T1204', 'T1566', 'T1059', 'T1027']"
1704,0ce3bfa972ced61884ae7c1d77c7d4c45e17c7d767e669610cf2ef72b636b464,APT29,Russia,"['T1059', 'T1204', 'T1566', 'T1071', 'T1027']"
1705,0f47573093859737935aa5ff31cde058718a816b321b0250451b99d04730cc10,APT29,Russia,"['T1027', 'T1566', 'T1204', 'T1071', 'T1059']"
1706,236ee4d1a9ba8f24dfe905235ee45d133a7c71928ad9f90b29334dae1c7ff594,APT29,Russia,"['T1204', 'T1027', 'T1071']"
1707,35f911365d14ff533acce7367c2ab74167a9beb7b4e8fd487f25b9db4d68f627,APT29,Russia,"['T1204', 'T1071', 'T1566', 'T1027']"
1708,28b56f4245bd2081a8d0885bcd0cad7b384ee4a927d87ce8532c5650ac532916,APT29,Russia,"['T1566', 'T1204', 'T1027', 'T1059', 'T1071']"
1709,56f87c2b24a502fbda0ae9cee8f21615b1ba39737d70d2f4f4011fa6fdd174a1,APT29,Russia,"['T1071', 'T1059', 'T1027', 'T1566']"
1710,49bc860fb8856436e1d540754732843f1a534901ecdd031870702bacab58ae54,APT29,Russia,"['T1071', 'T1059', 'T1204', 'T1027', 'T1566']"
1711,dd29a6b5c62d8726a3073b6f7d20e6f34d00616de61fc55d04bda9e7824cd598,APT29,Russia,"['T1059', 'T1204', 'T1566']"
1712,a607fa51662afdc089dd3f80bf6863d4cc00a73d74d4ddb9d7b74ed1b0337bf1,APT29,Russia,"['T1027', 'T1059', 'T1204', 'T1566', 'T1071']"
1713,8b7427620d6537aa905727af48f7dec1e003a8b7c74d417f0a5ded7926a7d590,APT29,Russia,"['T1027', 'T1071', 'T1204', 'T1059']"
1714,5704c7e80eb4b35e05970558918f3268a9287cead8e20a63063ed4f231263f9a,APT29,Russia,"['T1071', 'T1566', 'T1027', 'T1059']"
1715,98018bc52e1b82160e435acda5b9a9ca725b3328254b957b6cc2c38addbfad53,APT29,Russia,"['T1204', 'T1071', 'T1027', 'T1566']"
1716,1323e3d7656a427733663f03b3037326ffa9c57c68fa8e014a5bf7cb1455359a,APT29,Russia,"['T1566', 'T1071', 'T1059', 'T1027', 'T1204']"
1717,bc54acf4e60688ea668ef40ef965f2bad41dcf260ddae26d28b5551461c4b402,APT29,Russia,"['T1204', 'T1566', 'T1059', 'T1071', 'T1027']"
1718,a8b01a219a9fe565aadf82bc28b60048c60b640e780386c7a84a425049df5af9,APT29,Russia,"['T1204', 'T1059', 'T1071', 'T1566', 'T1027']"
1719,ce2c4dd21b99407bfa7066a6a57d180c00527e7db8ee52558c597550ac8b5d7c,APT29,Russia,"['T1027', 'T1566', 'T1204']"
1720,7b9e542426408aa384d0394820f82f330e615a1ad17a777d04720458b33b08a3,APT29,Russia,"['T1071', 'T1566', 'T1059', 'T1027']"
1721,aecb468db5cebcfa25deadeb3b12fbc48b05a485b44deb500b4002521bc3e685,APT29,Russia,"['T1204', 'T1071', 'T1027', 'T1566', 'T1059']"
1722,187b1cc7264c04c3158f835546cad0be74e6411bb50cb8899179a71018f0b4b9,APT29,Russia,"['T1071', 'T1204', 'T1059', 'T1027', 'T1566']"
1723,246543cc4a538472bed0626c159715a963e39dfc69d79f60c3ab227c62277016,APT29,Russia,"['T1204', 'T1027', 'T1566']"
1724,7c14761d20617ab7f408d6c63367f16026377d7c13f3e3c67525e034fc0c6d7c,APT29,Russia,"['T1059', 'T1071', 'T1566']"
1725,dad4c4aea24f2bd3e2f4b93bf782ebef70e8fdf930aff25a3e1b85a717314aa0,APT29,Russia,"['T1204', 'T1059', 'T1071']"
1726,ccd3c69710977360459c0d2539d5e7e7defce097bcfee3ae62e564de7c938f17,APT29,Russia,"['T1027', 'T1566', 'T1071', 'T1204']"
1727,a8200a476f72ef77f4cd6bd71ebae9f473e923b140600b9da0bbaf1f22e1cecb,APT29,Russia,"['T1071', 'T1059', 'T1027']"
1728,41d63d293a6e2722fcf82f8bf67b8f566bd4d3f669ede146ccc286f0228d8f62,APT29,Russia,"['T1071', 'T1204', 'T1027', 'T1059']"
1729,a31551902d2cbb7110a9f5f04bfba7269410850155dc6163c7bf8cad171ed68c,APT29,Russia,"['T1071', 'T1566', 'T1059', 'T1204']"
